x1 (cm),y1 (cm),freq (GHz),"Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2","Electric field norm (V/m), Detector 1","Electric field norm (V/m), Detector 2p","Electric field norm (V/m), Detector 2n","Electric field norm (V/m), Boundary Probe 3n","Electric field norm (V/m), Boundary Probe 4n","Electric field norm (V/m), Boundary Probe 4p","Electric field norm (V/m), Boundary Probe 3p"
-7.5,-7.5,13.8,0.6753,0.61497,0.55786,0.50276,1.0929,1.0929,0.96622,1.0453,1.0453,0.96622
-7.5,-7.5,13.9,0.66668,0.60821,0.58683,0.50312,1.08,1.08,0.96756,1.0396,1.0396,0.96756
-7.5,-7.5,14,0.65686,0.60456,0.60672,0.50926,1.0618,1.0618,0.97125,1.031,1.031,0.97125
-7.5,-7.5,14.1,0.6489,0.6093,0.6062,0.51501,1.041,1.041,0.9817,1.0213,1.0213,0.9817
-7.5,-7.5,14.2,0.65384,0.61254,0.58456,0.51733,1.0464,1.0464,0.98282,0.98851,0.98851,0.98282
-7.5,-7.5,14.3,0.65642,0.60925,0.55637,0.54492,1.0571,1.0571,0.97795,0.96146,0.96146,0.97795
-7.5,-7.5,14.4,0.65473,0.60595,0.53751,0.56942,1.0612,1.0612,0.98448,0.95458,0.95458,0.98448
-7.5,-7.5,14.5,0.65265,0.60319,0.53162,0.58388,1.0632,1.0632,0.99604,0.95747,0.95747,0.99604
-7.5,-7.5,14.6,0.65145,0.60237,0.53491,0.59045,1.0625,1.0625,1.0073,0.96679,0.96679,1.0073
-7.5,-7.5,14.7,0.65073,0.60605,0.54131,0.59298,1.0589,1.0589,1.016,0.98041,0.98041,1.016
-7.5,-7.5,14.8,0.64885,0.60988,0.54637,0.59328,1.0499,1.0499,1.0218,0.99484,0.99484,1.0218
-7.5,-7.5,14.9,0.64736,0.60661,0.54806,0.58427,1.0413,1.0413,1.0234,0.99198,0.99198,1.0234
-7.5,-7.5,15,0.65523,0.59962,0.50737,0.56445,1.0659,1.0659,1.0142,0.9731,0.9731,1.0142
-7.5,-7.5,15.1,0.66016,0.59906,0.4632,0.559,1.0833,1.0833,1.0155,0.97267,0.97267,1.0155
-7.5,-7.5,15.2,0.66267,0.60586,0.43764,0.55475,1.0935,1.0935,1.0229,0.97448,0.97448,1.0229
-7.5,-7.5,15.3,0.66562,0.61424,0.42409,0.55067,1.1008,1.1008,1.0279,0.98077,0.98077,1.0279
-7.5,-7.5,15.4,0.67007,0.61974,0.41785,0.54803,1.1073,1.1073,1.0288,0.99127,0.99127,1.0288
-7.5,-7.5,15.5,0.67547,0.62054,0.418,0.54738,1.1121,1.1121,1.0271,1.0048,1.0048,1.0271
-7.5,-7.5,15.6,0.6801,0.61764,0.42828,0.54813,1.1112,1.1112,1.0268,1.0163,1.0163,1.0268
-7.5,-7.5,15.7,0.68531,0.61769,0.46044,0.54034,1.1167,1.1167,1.0233,1.0122,1.0122,1.0233
-7.5,-7.5,15.8,0.69478,0.62297,0.47442,0.52925,1.1374,1.1374,1.013,1.0223,1.0223,1.013
-7.5,-7.5,15.9,0.69802,0.62586,0.48556,0.52131,1.1404,1.1404,1.0176,1.0327,1.0327,1.0176
-7.5,-7.5,16,0.69775,0.62562,0.50798,0.51204,1.1368,1.1368,1.0237,1.0449,1.0449,1.0237
-7.5,-7.5,16.1,0.69755,0.62334,0.5404,0.50648,1.1307,1.1307,1.0266,1.0603,1.0603,1.0266
-7.5,-7.5,16.2,0.69935,0.62111,0.57663,0.50904,1.1236,1.1236,1.0273,1.0715,1.0715,1.0273
-7.5,-7.5,16.3,0.70296,0.62209,0.60633,0.52071,1.1138,1.1138,1.027,1.0717,1.0717,1.027
-7.5,-7.5,16.4,0.70654,0.62523,0.61821,0.53827,1.0981,1.0981,1.0261,1.057,1.057,1.0261
-7.5,-7.5,16.5,0.71504,0.62357,0.63325,0.54837,1.0946,1.0946,1.0171,1.0417,1.0417,1.0171
-7.5,-7.5,16.6,0.72654,0.61827,0.64943,0.55962,1.0944,1.0944,1.0191,1.0327,1.0327,1.0191
-7.5,-7.5,16.7,0.73245,0.61863,0.65986,0.56213,1.0898,1.0898,1.0308,1.0227,1.0227,1.0308
-7.5,-7.5,16.8,0.73367,0.62351,0.67749,0.55594,1.0842,1.0842,1.0379,1.0152,1.0152,1.0379
-7.5,-7.5,16.9,0.73231,0.62855,0.69868,0.54482,1.0784,1.0784,1.0383,1.0077,1.0077,1.0383
-7.5,-7.5,17,0.72957,0.63124,0.71283,0.53148,1.073,1.073,1.0339,0.999,0.999,1.0339
-7.5,-7.5,17.1,0.72489,0.6291,0.70845,0.5176,1.0665,1.0665,1.028,0.98766,0.98766,1.028
-7.5,-7.5,17.2,0.71776,0.6228,0.67572,0.50541,1.0576,1.0576,1.0229,0.97547,0.97547,1.0229
-7.5,-7.5,17.3,0.7178,0.62035,0.60665,0.48863,1.0609,1.0609,1.0175,0.97429,0.97429,1.0175
-7.5,-7.5,17.4,0.7191,0.6205,0.51402,0.48081,1.0587,1.0587,1.023,0.97018,0.97018,1.023
-7.5,-7.5,17.5,0.71901,0.62231,0.44934,0.47941,1.0559,1.0559,1.0289,0.9756,0.97559,1.0289
-7.5,-7.5,17.6,0.71689,0.62245,0.42981,0.4787,1.0525,1.0525,1.0295,0.98041,0.98041,1.0295
-7.5,-7.5,17.7,0.71397,0.62088,0.42911,0.47702,1.0503,1.0503,1.0274,0.98119,0.98119,1.0274
-7.5,-7.5,17.8,0.7102,0.61781,0.42541,0.47387,1.0498,1.0498,1.0246,0.98094,0.98094,1.0246
-7.5,-7.5,17.9,0.70407,0.61582,0.41162,0.46837,1.0481,1.0481,1.0218,0.98132,0.98132,1.0218
-7.5,-7.5,18,0.69542,0.6194,0.39454,0.46357,1.0464,1.0464,1.0161,0.989,0.989,1.0161
-7.5,-7.5,18.1,0.68971,0.62356,0.3855,0.44849,1.0445,1.0445,1.0157,0.99138,0.99138,1.0157
-7.5,-7.5,18.2,0.68581,0.62159,0.39804,0.4365,1.0417,1.0417,1.021,0.99659,0.99659,1.021
-7.5,-7.5,18.3,0.68188,0.61798,0.42486,0.44274,1.042,1.042,1.0267,1.007,1.007,1.0267
-7.5,-7.5,18.4,0.67742,0.61527,0.45303,0.45745,1.0435,1.0435,1.0285,1.0123,1.0123,1.0285
-7.5,-7.5,18.5,0.67302,0.61336,0.47954,0.476,1.0475,1.0475,1.0266,1.0147,1.0147,1.0266
-7.5,-7.5,18.6,0.66871,0.61272,0.50155,0.49767,1.0541,1.0541,1.0229,1.0169,1.0169,1.0229
-7.5,-7.5,18.7,0.66345,0.61057,0.51226,0.51978,1.0599,1.0599,1.0196,1.0227,1.0227,1.0196
-7.5,-7.5,18.8,0.65878,0.60548,0.53056,0.5417,1.0685,1.0685,1.0195,1.0316,1.0316,1.0195
-7.5,-7.5,18.9,0.65662,0.60135,0.57284,0.5445,1.0755,1.0755,1.0263,1.0382,1.0382,1.0263
-7.5,-7.5,19,0.65743,0.59956,0.62953,0.5401,1.0897,1.0897,1.0329,1.0461,1.0461,1.033
-7.5,-7.5,19.1,0.65593,0.60178,0.668,0.54711,1.0986,1.0986,1.0343,1.0462,1.0462,1.0343
-7.5,-7.5,19.2,0.65354,0.60594,0.69721,0.55441,1.1014,1.1014,1.0324,1.0404,1.0404,1.0324
-7.5,-7.5,19.3,0.65191,0.60971,0.71958,0.55749,1.1036,1.1036,1.0289,1.0327,1.0327,1.0289
-7.5,-7.5,19.4,0.65141,0.61107,0.7263,0.55781,1.1062,1.1062,1.0247,1.0241,1.0241,1.0247
-7.5,-7.5,19.5,0.65125,0.60996,0.70836,0.55944,1.1088,1.1088,1.0196,1.0159,1.0159,1.0196
-7.5,-7.5,19.6,0.65324,0.60897,0.67292,0.56541,1.1118,1.1118,1.0155,1.0084,1.0084,1.0155
-7.5,-7.5,19.7,0.65818,0.61006,0.61663,0.55883,1.1118,1.1118,1.0095,1.008,1.008,1.0095
-7.5,-7.5,19.8,0.66682,0.60983,0.56808,0.54289,1.1151,1.1151,1.005,1.004,1.004,1.005
-7.5,-7.5,19.9,0.67333,0.60917,0.55221,0.53839,1.1138,1.1138,1.0012,0.99658,0.99658,1.0012
-7.5,-7.5,20,0.67854,0.61015,0.56004,0.53306,1.1119,1.1119,0.99589,0.99214,0.99214,0.99589
-7.5,-7.5,20.1,0.68263,0.61155,0.56778,0.52284,1.1107,1.1107,0.99049,0.99129,0.99129,0.99049
-7.5,-7.5,20.2,0.68502,0.61413,0.55937,0.50993,1.1083,1.1083,0.98625,0.99471,0.99471,0.98625
-7.5,-7.5,20.3,0.68644,0.61808,0.5264,0.50154,1.1045,1.1045,0.98478,0.99981,0.99981,0.98478
-7.5,-7.5,20.4,0.68615,0.61945,0.46398,0.5004,1.0931,1.0931,0.98634,1.0101,1.0101,0.98634
-7.5,-7.5,20.5,0.68716,0.61721,0.37397,0.49575,1.0773,1.0773,0.98909,1.0206,1.0206,0.98909
-7.5,-7.5,20.6,0.69405,0.61723,0.36229,0.48857,1.0666,1.0666,0.98867,1.0152,1.0152,0.98867
-7.5,-7.5,20.7,0.70256,0.61869,0.42195,0.49804,1.058,1.058,0.98736,1.007,1.007,0.98736
-7.5,-7.5,20.8,0.71081,0.62085,0.45835,0.51065,1.0523,1.0523,0.98657,0.99576,0.99576,0.98657
-7.5,-7.5,20.9,0.71756,0.62323,0.47503,0.52025,1.0486,1.0486,0.98746,0.98308,0.98308,0.98746
-7.5,-7.5,21,0.72117,0.62342,0.47198,0.52489,1.0458,1.0458,0.99061,0.9751,0.9751,0.99061
-7.5,-7.5,21.1,0.72104,0.61977,0.45558,0.52708,1.0427,1.0427,0.99602,0.9778,0.9778,0.99602
-7.5,-7.5,21.2,0.71618,0.6149,0.44401,0.52837,1.0342,1.0342,1.0009,0.99021,0.99021,1.0009
-7.5,-7.5,21.3,0.71443,0.61659,0.5117,0.5222,1.0304,1.0304,1.0008,0.99972,0.99972,1.0008
-7.5,-7.5,21.4,0.71818,0.61895,0.59563,0.51114,1.0348,1.0348,0.9947,1.0059,1.0059,0.9947
-7.5,-7.5,21.5,0.71987,0.62005,0.63799,0.50704,1.0384,1.0384,0.98928,1.0146,1.0146,0.98928
-7.5,-7.5,21.6,0.72038,0.62099,0.66333,0.50258,1.0432,1.0432,0.98672,1.0179,1.0179,0.98672
-7.5,-7.5,21.7,0.72045,0.62188,0.67568,0.49737,1.049,1.049,0.98636,1.0174,1.0174,0.98636
-7.5,-7.5,21.8,0.71947,0.62233,0.67073,0.49241,1.0566,1.0566,0.98705,1.0177,1.0177,0.98705
-7.5,-7.5,21.9,0.71532,0.62267,0.64251,0.48726,1.0621,1.0621,0.98765,1.0213,1.0213,0.98765
-7.5,-7.5,22,0.70736,0.62458,0.59501,0.48265,1.0623,1.0623,0.9898,1.024,1.024,0.98981
-7.5,-7.5,22.1,0.70523,0.62266,0.57841,0.47124,1.0701,1.0701,0.99157,1.0176,1.0176,0.99157
-7.5,-7.5,22.2,0.70608,0.61872,0.56364,0.45502,1.0823,1.0823,0.98901,1.0154,1.0154,0.98901
-7.5,-7.5,22.3,0.70423,0.6179,0.55071,0.44534,1.0925,1.0925,0.99099,1.0101,1.0101,0.99099
-7.5,-7.5,22.4,0.70174,0.61729,0.54705,0.43809,1.1017,1.1017,0.9967,1.0066,1.0066,0.99671
-7.5,-7.5,22.5,0.69965,0.61755,0.5401,0.43326,1.1097,1.1097,1.0037,1.0095,1.0095,1.0037
-7.5,-7.5,22.6,0.69765,0.61798,0.51951,0.43225,1.1158,1.1158,1.0108,1.0192,1.0192,1.0108
-7.5,-7.5,22.7,0.69344,0.61571,0.47844,0.43421,1.1163,1.1163,1.0169,1.0322,1.0322,1.0169
-7.5,-7.5,22.8,0.68565,0.61114,0.42265,0.44126,1.109,1.109,1.0211,1.0388,1.0388,1.0211
-7.5,-7.5,22.9,0.68358,0.60981,0.36923,0.44819,1.1118,1.1118,1.017,1.0384,1.0384,1.017
-7.5,-7.5,23,0.68322,0.6103,0.33359,0.4537,1.1161,1.1161,1.0146,1.0348,1.0348,1.0146
-7.5,-7.5,23.1,0.68212,0.61102,0.3959,0.46579,1.1205,1.1205,1.0201,1.023,1.023,1.0201
-7.5,-7.5,23.2,0.68007,0.61148,0.43209,0.47788,1.1229,1.1229,1.0273,1.0116,1.0116,1.0273
-7.5,-7.5,23.3,0.67711,0.61181,0.44334,0.48838,1.1228,1.1228,1.031,1.0036,1.0036,1.031
-7.5,-7.5,23.4,0.67301,0.61131,0.43424,0.49825,1.1191,1.1191,1.0302,0.99859,0.99859,1.0302
-7.5,-7.5,23.5,0.66677,0.60967,0.41298,0.50644,1.1095,1.1095,1.0276,0.99461,0.99461,1.0276
-7.5,-7.5,23.6,0.65812,0.60752,0.42062,0.51374,1.0957,1.0957,1.0268,0.98751,0.98751,1.0268
-7.5,-7.5,23.7,0.65791,0.60418,0.5218,0.51896,1.0923,1.0923,1.0202,0.98458,0.98458,1.0202
-7.5,-7.5,23.8,0.66041,0.60123,0.60363,0.51711,1.0895,1.0895,1.02,0.98176,0.98176,1.02
-7.5,-7.5,23.9,0.66242,0.60144,0.64674,0.52001,1.0899,1.0899,1.0251,0.98324,0.98324,1.0251
-7.5,-7.5,24,0.66431,0.60481,0.66606,0.52318,1.0908,1.0908,1.0285,0.9869,0.98689,1.0285
-7.5,-7.5,24.1,0.66618,0.60878,0.66857,0.52286,1.0906,1.0906,1.0285,0.99094,0.99094,1.0285
-7.5,-7.5,24.2,0.66717,0.61228,0.65223,0.5188,1.0877,1.0877,1.0261,0.99498,0.99498,1.0261
-7.5,-7.5,24.3,0.66543,0.61315,0.61671,0.51116,1.0793,1.0793,1.0228,0.99668,0.99668,1.0228
-7.5,-7.5,24.4,0.66189,0.6104,0.59286,0.50247,1.0679,1.0679,1.0174,0.99798,0.99798,1.0174
-7.5,-7.5,24.5,0.66691,0.61179,0.60952,0.49448,1.0602,1.0602,1.0106,0.99701,0.99701,1.0106
-7.5,-7.5,24.6,0.67318,0.61458,0.60989,0.48079,1.0589,1.0589,1.0142,1.001,1.001,1.0142
-7.5,-7.5,24.7,0.67824,0.61488,0.59648,0.47536,1.0628,1.0628,1.0208,1.0067,1.0067,1.0208
-7.5,-7.5,24.8,0.68324,0.61403,0.58087,0.47493,1.0666,1.0666,1.0233,1.0108,1.0108,1.0233
-7.5,-7.5,24.9,0.6883,0.61301,0.55925,0.47501,1.0682,1.0682,1.0219,1.0144,1.0144,1.0219
-7.5,-7.5,25,0.69212,0.61169,0.52561,0.47525,1.0666,1.0666,1.019,1.0169,1.0169,1.019
-7.5,-7.5,25.1,0.69197,0.61092,0.48178,0.47609,1.0595,1.0595,1.0171,1.0182,1.0182,1.0171
-7.5,-7.5,25.2,0.69133,0.61154,0.44626,0.48033,1.055,1.055,1.0148,1.0209,1.0209,1.0148
-7.5,-7.5,25.3,0.69542,0.61223,0.41962,0.48333,1.0591,1.0591,1.0173,1.0251,1.0251,1.0173
-7.5,-7.5,25.4,0.70127,0.61302,0.39812,0.48166,1.0753,1.0753,1.0261,1.0366,1.0366,1.0261
-7.5,-7.5,25.5,0.70608,0.61568,0.38284,0.48665,1.0909,1.0909,1.032,1.0397,1.0397,1.032
-7.5,-7.5,25.6,0.71048,0.61916,0.37556,0.49433,1.1017,1.1017,1.0322,1.0377,1.0377,1.0322
-7.5,-7.5,25.7,0.71428,0.6216,0.37411,0.50016,1.1078,1.1078,1.0287,1.0333,1.0333,1.0287
-7.5,-7.5,25.8,0.71614,0.62317,0.3768,0.50274,1.109,1.109,1.0239,1.0267,1.0267,1.0239
-7.5,-7.5,25.9,0.71419,0.62305,0.3899,0.5024,1.1044,1.1044,1.0193,1.0203,1.0203,1.0193
-7.5,-7.5,26,0.71292,0.62026,0.42773,0.5039,1.1044,1.1044,1.014,1.0127,1.0127,1.014
-7.5,-7.5,26.1,0.71369,0.61757,0.4882,0.49834,1.1107,1.1107,1.0133,1.0144,1.0144,1.0133
-7.5,-7.5,26.2,0.71452,0.61758,0.53087,0.48627,1.1225,1.1225,1.0147,1.014,1.0139,1.0147
-7.5,-7.5,26.3,0.71238,0.61824,0.55028,0.47689,1.1295,1.1295,1.0142,1.0064,1.0064,1.0142
-7.5,-7.5,26.4,0.70927,0.61863,0.55594,0.46861,1.1326,1.1326,1.0121,0.99704,0.99704,1.0121
-7.5,-7.5,26.5,0.70628,0.61905,0.55097,0.46104,1.1319,1.1319,1.0094,0.98825,0.98825,1.0094
-7.5,-7.5,26.6,0.70276,0.61921,0.53684,0.45472,1.1259,1.1259,1.0064,0.9822,0.9822,1.0063
-7.5,-7.5,26.7,0.69803,0.61915,0.52534,0.45082,1.1149,1.1149,1.0034,0.97901,0.97901,1.0034
-7.5,-7.5,26.8,0.69564,0.62131,0.54898,0.45357,1.103,1.103,1.0044,0.98322,0.98322,1.0044
-7.5,-7.5,26.9,0.69825,0.62134,0.59761,0.45037,1.0995,1.0995,1.0105,0.99164,0.99164,1.0105
-7.5,-7.5,27,0.70018,0.61802,0.60894,0.44353,1.104,1.104,1.0145,0.99206,0.99206,1.0145
-7.5,-7.5,27.1,0.69875,0.61553,0.59662,0.44036,1.1074,1.1074,1.0155,0.99385,0.99385,1.0155
-7.5,-7.5,27.2,0.69633,0.61458,0.57646,0.43807,1.1083,1.1084,1.0157,0.99505,0.99505,1.0157
-7.5,-7.5,27.3,0.69365,0.61464,0.54918,0.43723,1.105,1.105,1.0167,0.99515,0.99515,1.0167
-7.5,-7.5,27.4,0.68962,0.61395,0.51681,0.43934,1.0958,1.0958,1.0186,0.99565,0.99565,1.0186
-7.5,-7.5,27.5,0.68441,0.61236,0.49144,0.44797,1.0846,1.0846,1.0206,0.99713,0.99713,1.0206
-7.5,-7.5,27.6,0.67868,0.61012,0.4763,0.46339,1.0727,1.0727,1.0223,1.0065,1.0065,1.0223
-7.5,-7.5,27.7,0.67978,0.60495,0.47362,0.47379,1.075,1.075,1.0191,1.0073,1.0073,1.0191
-7.5,-7.5,27.8,0.68086,0.60416,0.47388,0.482,1.0817,1.0817,1.013,1.0073,1.0073,1.013
-7.5,-7.5,27.9,0.67911,0.60745,0.47583,0.49195,1.0863,1.0864,1.0068,1.0107,1.0107,1.0067
-7.5,-7.5,28,0.67637,0.61003,0.48485,0.49925,1.0884,1.0885,1.0011,1.015,1.015,1.0011
-7.5,-7.5,28.1,0.67345,0.61195,0.50331,0.50273,1.0871,1.0871,0.9965,1.0205,1.0205,0.9965
-7.5,-7.5,28.2,0.67016,0.61174,0.527,0.50233,1.0825,1.0825,0.99285,1.0261,1.0261,0.99285
-7.5,-7.5,28.3,0.66653,0.60915,0.5508,0.50088,1.0767,1.0767,0.99201,1.0349,1.0349,0.99201
-7.5,-7.5,28.4,0.66174,0.60682,0.56133,0.49845,1.0719,1.0719,0.99438,1.0404,1.0404,0.99438
-7.5,-7.5,28.5,0.66297,0.60888,0.54385,0.49161,1.0817,1.0818,0.99393,1.0366,1.0366,0.99393
-7.5,-7.5,28.6,0.66473,0.60984,0.50298,0.48213,1.0912,1.0913,0.9921,1.0336,1.0336,0.99209
-7.5,-7.5,28.7,0.66448,0.60858,0.45989,0.47611,1.0976,1.0976,0.99144,1.0276,1.0276,0.99144
-7.5,-7.5,28.8,0.66389,0.60705,0.42716,0.47285,1.1002,1.1002,0.99157,1.0216,1.0216,0.99157
-7.5,-7.5,28.9,0.66399,0.60641,0.40969,0.47064,1.0982,1.0982,0.99251,1.0159,1.0159,0.99251
-7.5,-7.5,29,0.66548,0.60777,0.41256,0.46848,1.0926,1.0926,0.99447,1.0103,1.0103,0.99447
-7.5,-7.5,29.1,0.667,0.61046,0.44162,0.46597,1.0824,1.0824,0.99743,1.0041,1.0041,0.99743
-7.5,-7.5,29.2,0.66786,0.61212,0.49794,0.46025,1.0765,1.0765,0.99937,0.99308,0.99309,0.99937
-7.5,-7.5,29.3,0.67359,0.60966,0.52709,0.45082,1.0885,1.0885,0.99607,0.99106,0.99106,0.99607
-7.5,-7.5,29.4,0.67712,0.60837,0.51992,0.43833,1.0982,1.0982,0.99378,0.99239,0.99239,0.99379
-7.5,-7.5,29.5,0.67776,0.61086,0.50392,0.43063,1.1045,1.1045,0.99417,0.9965,0.99649,0.99417
-7.5,-7.5,29.6,0.67792,0.61443,0.48859,0.43104,1.1066,1.1066,0.99588,1.0018,1.0018,0.99588
-7.5,-7.5,29.7,0.67911,0.61592,0.47564,0.43819,1.1043,1.1043,0.9978,1.0048,1.0048,0.99781
-7.5,-7.5,29.8,0.68205,0.61492,0.46833,0.45002,1.0991,1.0991,1.0001,1.0047,1.0047,1.0001
-7.5,-7.5,29.9,0.68508,0.61222,0.4642,0.46377,1.0901,1.0901,1.0023,0.99803,0.99803,1.0023
-7.5,-7.5,30,0.69019,0.6082,0.47001,0.47533,1.0903,1.0903,1.0035,0.98969,0.98969,1.0035
-7.5,-7.5,30.1,0.70044,0.60985,0.4961,0.48158,1.0998,1.0998,1.0008,0.98868,0.98869,1.0008
-7.5,-7.5,30.2,0.70681,0.61464,0.52406,0.48087,1.1046,1.1046,1.0004,0.98661,0.98661,1.0004
-7.5,-7.5,30.3,0.70938,0.61733,0.5541,0.47813,1.1066,1.1066,1.0035,0.98969,0.98969,1.0035
-7.5,-7.5,30.4,0.70987,0.61817,0.59067,0.47482,1.1055,1.1055,1.0074,0.99399,0.99399,1.0074
-7.5,-7.5,30.5,0.7095,0.61828,0.63133,0.47073,1.1018,1.1018,1.0105,0.99798,0.99798,1.0105
-7.5,-7.5,30.6,0.70829,0.61939,0.66833,0.46573,1.0952,1.0952,1.0132,1.0012,1.0011,1.0132
-7.5,-7.5,30.7,0.70553,0.62278,0.68195,0.45967,1.0856,1.0856,1.016,1.004,1.004,1.016
-7.5,-7.5,30.8,0.70546,0.62525,0.67592,0.45768,1.0858,1.0858,1.0156,1.0144,1.0144,1.0156
-7.5,-7.5,30.9,0.71055,0.62226,0.66285,0.45685,1.0881,1.0881,1.0119,1.0212,1.0212,1.0119
-7.5,-7.5,31,0.71312,0.61784,0.63292,0.45242,1.0893,1.0893,1.0127,1.0275,1.0275,1.0127
-7.5,-7.5,31.1,0.71266,0.61585,0.60864,0.45027,1.0892,1.0892,1.0171,1.032,1.032,1.0171
-7.5,-7.5,31.2,0.71083,0.61638,0.59894,0.4492,1.0866,1.0866,1.021,1.0318,1.0318,1.021
-7.5,-7.5,31.3,0.70845,0.61801,0.60163,0.44668,1.0818,1.0818,1.023,1.0263,1.0263,1.023
-7.5,-7.5,31.4,0.70516,0.61856,0.60738,0.44125,1.0738,1.0738,1.0231,1.0178,1.0178,1.0231
-7.5,-7.5,31.5,0.70006,0.61675,0.60182,0.43084,1.0642,1.0642,1.0235,1.0124,1.0123,1.0235
-7.5,-7.5,31.6,0.6979,0.61261,0.56942,0.42694,1.0664,1.0664,1.0229,1.0114,1.0114,1.0229
-7.5,-7.5,31.7,0.69938,0.61126,0.50566,0.42594,1.0716,1.0716,1.0224,1.0107,1.0107,1.0224
-7.5,-7.5,31.8,0.699,0.61498,0.44363,0.42642,1.0769,1.0769,1.0274,1.0131,1.0131,1.0274
-7.5,-7.5,31.9,0.69617,0.61802,0.40631,0.43571,1.0785,1.0785,1.0327,1.0149,1.0149,1.0327
-7.5,-7.5,32,0.6924,0.61747,0.3895,0.45027,1.0777,1.0777,1.034,1.0154,1.0154,1.034
-8,-8,1,0.60751,0.55449,0.42375,1.0635,0.87885,0.87885,0.90291,1.0546,1.0546,0.90291
-8,-8,1.1,0.64534,0.5697,0.44844,1.1005,0.83114,0.83114,0.91249,1.049,1.049,0.91249
-8,-8,1.2,0.67925,0.58864,0.46873,1.1302,0.76462,0.76462,0.94706,1.0182,1.0182,0.94706
-8,-8,1.3,0.70556,0.61157,0.48463,1.1462,0.67883,0.67883,0.99464,0.99291,0.99291,0.99464
-8,-8,1.4,0.7187,0.62729,0.49823,1.1394,0.58049,0.58049,1.0438,1.029,1.029,1.0438
-8,-8,1.5,0.7165,0.62741,0.51649,1.1066,0.49119,0.49119,1.0865,1.1309,1.1309,1.0865
-8,-8,1.6,0.70468,0.62718,0.54404,1.0577,0.4371,0.4371,1.1168,1.2339,1.2339,1.1168
-8,-8,1.7,0.69244,0.64479,0.5744,1.0099,0.4262,0.4262,1.1291,1.278,1.278,1.1291
-8,-8,1.8,0.686,0.67072,0.60039,0.97704,0.44702,0.44702,1.1193,1.2467,1.2467,1.1193
-8,-8,1.9,0.68793,0.69021,0.62036,0.965,0.48317,0.48317,1.0874,1.1529,1.1529,1.0874
-8,-8,2,0.69861,0.69503,0.63542,0.97162,0.522,0.522,1.0433,1.0228,1.0228,1.0433
-8,-8,2.1,0.71599,0.68507,0.64706,0.98579,0.55596,0.55596,1.0164,0.89315,0.89315,1.0164
-8,-8,2.2,0.7336,0.66922,0.65645,0.9864,0.58353,0.58353,1.0543,0.79985,0.79985,1.0543
-8,-8,2.3,0.74233,0.66788,0.66436,0.95318,0.61153,0.61153,1.173,0.7454,0.7454,1.173
-8,-8,2.4,0.73945,0.67652,0.67119,0.89003,0.64785,0.64785,1.3106,0.72429,0.72429,1.3106
-8,-8,2.5,0.73176,0.67656,0.67685,0.82424,0.69037,0.69037,1.3971,0.76065,0.76065,1.3971
-8,-8,2.6,0.72738,0.67039,0.68057,0.77935,0.7352,0.7352,1.4158,0.86581,0.86581,1.4158
-8,-8,2.7,0.73053,0.66416,0.68023,0.76382,0.77968,0.77968,1.3795,1.0014,1.0014,1.3795
-8,-8,2.8,0.7424,0.66358,0.67123,0.77632,0.81974,0.81974,1.305,1.1177,1.1177,1.305
-8,-8,2.9,0.7621,0.6711,0.64586,0.80855,0.84607,0.84607,1.2119,1.171,1.171,1.2119
-8,-8,3,0.78576,0.68054,0.59954,0.83857,0.84475,0.84475,1.1331,1.1247,1.1247,1.1331
-8,-8,3.1,0.80393,0.67927,0.55352,0.82935,0.82206,0.82206,1.0942,0.99653,0.99653,1.0942
-8,-8,3.2,0.80883,0.6626,0.54297,0.76651,0.8247,0.8247,1.0706,0.90425,0.90425,1.0706
-8,-8,3.3,0.80352,0.64658,0.55024,0.67938,0.86965,0.86965,1.0354,0.92506,0.92506,1.0354
-8,-8,3.4,0.79146,0.6455,0.54244,0.59475,0.92562,0.92562,0.99266,1.0051,1.0051,0.99266
-8,-8,3.5,0.77217,0.65284,0.50767,0.51986,0.96586,0.96586,0.95364,1.084,1.084,0.95364
-8,-8,3.6,0.74492,0.6568,0.44378,0.45888,0.97722,0.97722,0.92802,1.1436,1.1436,0.92802
-8,-8,3.7,0.71213,0.64966,0.35332,0.42549,0.95158,0.95158,0.92764,1.1658,1.1658,0.92764
-8,-8,3.8,0.68105,0.62868,0.37078,0.43364,0.88394,0.88394,0.96748,1.1154,1.1154,0.96748
-8,-8,3.9,0.65671,0.60773,0.434,0.45461,0.80546,0.80546,1.0261,1.0359,1.0359,1.0261
-8,-8,4,0.64344,0.61839,0.51246,0.43474,0.79173,0.79173,1.0281,1.0672,1.0672,1.0281
-8,-8,4.1,0.63286,0.63699,0.56265,0.38664,0.83367,0.83367,0.98382,1.1494,1.1494,0.98382
-8,-8,4.2,0.62082,0.6432,0.58313,0.34119,0.88129,0.88129,0.94705,1.1815,1.1815,0.94705
-8,-8,4.3,0.60659,0.63822,0.58807,0.30458,0.91701,0.91701,0.9339,1.1555,1.1555,0.9339
-8,-8,4.4,0.58905,0.6267,0.58652,0.27107,0.9364,0.9364,0.94145,1.0842,1.0842,0.94145
-8,-8,4.5,0.56846,0.61793,0.58896,0.23611,0.93394,0.93394,0.96641,0.97356,0.97356,0.96641
-8,-8,4.6,0.55316,0.62324,0.62179,0.22297,0.90174,0.90174,1.0068,0.84856,0.84856,1.0068
